smiles,fgs,fgsmi,fgmol
CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,"[{16, 17, 18, 3, 4}, {8, 6, 7}, {10}, {20, 21, 22}]","['O=C([R])N([R])CS[R]', 'O=C([R])N([R])[R]', 'N[Cal]', 'O=C(O)[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45d0c23b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c1230>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3450>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c2ff0>]"
CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21,"[{1, 2, 3}, {8, 5, 6, 7}, {16}]","['O=C([R])N([R])[R]', 'C=CC=N[R]', 'Cl[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45d0c22d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c26c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3140>]"
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,"[{18}, {7}, {10}]","['O=[Car]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45d0c2260>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c25e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c1cb0>]"
FC(F)OC(F)(F)C(F)Cl,"[{0}, {2}, {3}, {5}, {6}, {8}, {9}]","['F[R]', 'F[R]', '[R]O[R]', 'F[R]', 'F[R]', 'F[R]', 'Cl[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45d0c30d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c1e70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c2880>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c0f90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3680>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c0d60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c36f0>]"
CCC1(c2ccccc2)CCC(=O)NC1=O,"[{11, 12, 13, 14, 15}]",['O=C([R])N([R])C(=O)[R]'],[<rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3920>]
FC(F)(F)C(Cl)Br,"[{0}, {2}, {3}, {5}, {6}]","['F[R]', 'F[R]', 'F[R]', 'Cl[R]', '[R]Br']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45d0c38b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c37d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c0970>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3220>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3990>]"
CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,"[{1, 2, 3}, {16, 13, 14}, {19, 20, 21}]","['O=C([R])O[R]', 'O=C([R])O[R]', 'O=C([R])N([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45d0c31b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c2110>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3610>]"
NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,"[{0, 1, 2, 3}, {10}, {22, 23, 24, 25, 11, 12}, {14}]","['O=S(=O)([R])N([R])[R]', 'Cl[R]', 'O=S(=O)([R])N([R])C=N[R]', '[R]S[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45d0c27a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3a00>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3df0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3ca0>]"
CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,"[{2}, {8, 6, 7}, {10, 11}, {13}, {20, 21, 22, 23}, {30}]","['[R]N([R])[R]', 'O=C([R])O[R]', 'O=C([R])[R]', 'O[Cal]', 'C=CC(=O)[R]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3b50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3ae0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3530>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3840>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3d80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc200>]"
CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I,"[{1, 2, 3}, {6}, {8, 9, 10}, {12, 13, 14}, {17}, {19}, {21}, {23}, {25, 27, 29}, {31}]","['O=C([R])N([R])[R]', '[R]I', 'O=C([R])N([R])[R]', 'OCO[R]', 'O[Cal]', 'O[Cal]', 'O[Cal]', '[R]I', 'O=C([R])N([R])[R]', '[R]I']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedc660>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc270>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c35a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc7b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc4a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc0b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc740>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc820>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc9e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedca50>]"
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,"[{0}, {4}, {8}, {14}, {16}, {19}]","['O[Car]', 'O[Car]', '[R]O[R]', 'O[Car]', 'O[Car]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedc3c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3e60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3760>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0a6ff0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc430>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc190>]"
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,"[{1}, {14}]","['[R][N+]([R])([R])[R]', '[R][N+]([R])([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3f40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3a70>]"
CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,"[{13}, {4, 5}]","['[R]N([R])[R]', 'O=C([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3bc0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3ed0>]"
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,"[{1, 2, 3, 6, 7, 8, 9}, {14}]","['O=C([R])N([R])CS(=O)(=O)[R]', 'Cl[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedcc10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3290>]"
COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,"[{8}, {1}, {20}, {17}]","['[R]O[R]', '[R]O[R]', '[R]N([R])[R]', 'Cl[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45d0c2030>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c1930>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc040>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc970>]"
CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,"[{1}, {18}, {13}]","['[R]N([R])[R]', 'Cl[R]', '[R]N[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedc350>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedccf0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45d0c3c30>]"
O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,"[{0, 1}, {5}, {7}, {9}, {15}, {17}, {19}]","['O=C([R])[R]', 'O[Car]', 'O[Car]', 'O[Car]', 'O[Car]', 'O[Car]', 'O[Car]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedcf90>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedd0e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc5f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedd070>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedd000>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedd1c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedd150>]"
Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,"[{0}, {5, 6, 7, 8, 9, 10}]","['N[Car]', 'O=C([R])N([R])S(=O)(=O)[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedc120>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedd230>]"
C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,"[{1}, {9}]","['[R][N+]([R])([R])[R]', '[R][N+]([R])([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedd3f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc580>]"
CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,"[{2, 3, 4}, {7, 6, 47}, {12, 13, 23}, {17}, {20}, {26, 27, 28}, {34}, {36}, {40, 39}, {46}, {52}]","['O=C([R])O[R]', '[R]OCO[R]', '[R]OCO[R]', '[R]O[R]', 'O[Cal]', 'O=C([R])O[R]', 'O[Cal]', 'O[Cal]', 'O=C([R])[R]', 'O[Cal]', '[R]N([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedd460>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedcf20>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedcb30>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc890>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedd9a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedcba0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedda80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ceddaf0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ceddc40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ceddbd0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ceddd20>]"
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,"[{1, 2, 3}, {5, 7}, {16, 17, 18, 19, 20, 15}, {24}, {26}]","['O=C([R])O[R]', 'O=C([R])[R]', 'C=CC(=O)C=C', 'F[R]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedd8c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedde00>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedd7e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc900>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ceddb60>]"
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,"[{9}, {19, 20, 21}]","['O[Car]', 'O=C([R])O[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedd310>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedce40>]"
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B1O[C@H]([C@H](O)CO)[C@@H]([C@H](O)CO)O1,"[{34}, {36}, {5, 6, 7}, {25, 26, 37}, {16, 17, 18}, {29}, {31}, {21}, {24}]","['O[Cal]', 'O[Cal]', 'O=C([R])N([R])[R]', '[R]OB([R])O[R]', 'O=C([R])N([R])[R]', 'O[Cal]', 'O[Cal]', '[Nar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ceddee0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedceb0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedd930>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede0a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede1f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede030>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede2d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede110>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede260>]"
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,"[{9}, {2}, {18}, {13}]","['O[Car]', '[R]N[R]', 'O[Car]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedd620>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedda10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedde70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede180>]"
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,"[{2, 3, 4, 5, 6, 7}, {21}]","['C=CC(=O)C=C', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45ceddf50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedd380>]"
CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,"[{2, 5, 6}, {9}, {15}, {18}, {25, 26, 28}]","['O=C([R])N([R])[R]', '[R]N([R])[R]', '[R]O[R]', '[R]O[R]', 'O=C([R])O[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedcdd0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedcc80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedd850>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede420>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedd540>]"
CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,"[{6}, {8, 7}, {12, 13}, {17, 18, 19}, {21}, {24}]","['O[Cal]', 'C=C', 'C=C', 'O=C(O)[R]', 'O[Cal]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedcac0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ceddfc0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedd5b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc6d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ceddcb0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ceddd90>]"
CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,"[{2, 3, 4}, {14}, {18, 19}]","['O=C([R])O[R]', '[R]N([R])[R]', 'C#N']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedd2a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede6c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedd770>]"
CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,"[{1, 2, 3}, {5, 6}, {8}, {10, 11, 13}, {19, 20, 21, 22, 23, 24}, {28}, {30}]","['O=C([R])O[R]', 'O=C([R])[R]', 'O[Cal]', 'O=C([R])O[R]', 'C=CC(=O)C=C', 'F[R]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cede570>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedd4d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede340>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc510>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede730>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedc2e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede9d0>]"
CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,"[{8, 9, 7}, {17}]","['O=C([R])O[R]', '[R][N+]([R])([R])[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedec70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede960>]"
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,"[{1}, {3, 4, 5}, {8}, {10, 11, 12}, {15}, {17}, {19}, {21, 22, 23}, {27}, {29}, {31}]","['[R]O[R]', 'O=C([R])N([R])[R]', '[R]I', 'O=C([R])N([R])[R]', 'O[Cal]', 'O[Cal]', '[R]I', 'O=C([R])N([R])[R]', 'O[Cal]', 'O[Cal]', '[R]I']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cede5e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedf1b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede490>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cededc0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedeab0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedf3e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedf450>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedf300>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedea40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedf610>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedf530>]"
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,"[{7}, {8, 9, 10, 11, 12, 13}, {17}, {19}, {24, 25}, {27, 28, 29}]","['F[R]', 'C=CC(=O)C=C', 'Cl[R]', 'O[Cal]', 'O=C([R])[R]', 'O=C([R])O[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cede880>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedef10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedeb20>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedf0d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedd700>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedece0>]"
CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,"[{1, 2, 3}, {6}, {8, 9, 11}, {13}, {16, 17, 15}, {19}]","['O=C([R])N([R])[R]', '[R]I', 'O=C([R])N([R])[R]', '[R]I', 'O=C(O)[R]', '[R]I']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedf220>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedeff0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedef80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedf370>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedf6f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede500>]"
CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,"[{32}, {3, 4, 5}, {8, 7}, {10, 11, 13}, {20}, {21, 22, 23, 24, 25, 26}, {30}]","['O[Cal]', 'O=C([R])O[R]', 'O=C([R])[R]', 'O=C([R])O[R]', 'F[R]', 'C=CC(=O)C=C', 'F[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedee30>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede810>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedeea0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede7a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedf760>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedf680>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedd690>]"
CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,"[{1, 2}, {11, 12, 13, 14}, {21}]","['O=C([R])[R]', 'C=CC(=O)[R]', 'O[Cal]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedf290>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedf920>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede3b0>]"
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,"[{0, 1}, {8, 6, 7}]","['C=C', 'O=C(O)[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cede650>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedf7d0>]"
C[n+]1ccccc1C=NO,"[{8, 9, 7}, {1}]","['C=NO', '[Nar+]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedf060>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedeb90>]"
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,"[{0, 1}, {3, 4, 6}, {13, 14}, {16, 17, 19}]","['C#C', 'O=C([R])O[R]', 'C=C', 'O=C([R])O[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedf8b0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedf4c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cede8f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedf990>]"
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,"[{2, 5, 6, 7}, {9, 10}, {22}, {16}]","['O=C(N([R])[R])N([R])[R]', 'C=C', '[R]N([R])[R]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedfb50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedf5a0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedfa70>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedfc30>]"
CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,"[{1, 2, 3, 4, 5}, {34}, {15}, {22}, {28}, {9}]","['C=CC(=O)N([R])[R]', '[R]O[R]', 'O[Cal]', 'O[Car]', '[R]N([R])[R]', '[Oar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedfd10>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedec00>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedfd80>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedfe60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedfdf0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cefc350>]"
CN1C(=O)CC(C)(c2ccccc2)C1=O,"[{1, 2, 3, 13, 14}]",['O=C([R])N([R])C(=O)[R]'],[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedfed0>]
C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCCC4[C@H]3CC[C@@]21C,"[{0, 1}, {4}, {11, 12}]","['C=C', 'O[Cal]', 'C=C']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedf840>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedfbc0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cefc190>]"
NC1=NC(=O)C(c2ccccc2)O1,"[{0, 1, 2, 3, 4, 12}]",['O=C1N=C(N([R])[R])O[R]1'],[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedfae0>]
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,"[{0, 1}, {33, 30, 31}, {3}, {13}, {15}, {18}]","['C=C', 'O=C([R])O[R]', '[R][N+]([R])([R])[R]', 'O[Cal]', '[R]N([R])[R]', '[R]O[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedfa00>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedcd60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45ceded50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cefc120>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedff40>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cefc270>]"
CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,"[{1, 2, 3}, {13, 14, 15}, {17, 18, 19}]","['O=C([R])S[R]', 'O=C([R])N([R])[R]', 'O=C([R])O[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cedfca0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cefc6d0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cefc4a0>]"
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,"[{2, 3, 4}, {14}, {21}]","['O=C([R])O[R]', '[R]N([R])[R]', 'N[Car]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cefc5f0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cefc040>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cefc660>]"
OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,"[{0}, {3}, {8, 9}, {12}]","['O[Cal]', '[R]O[R]', 'C=C', 'Cl[R]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cefc970>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cedf140>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cefc3c0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cefc2e0>]"
Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,"[{8, 9}, {16, 17, 18, 15}, {25}, {26, 27, 28}, {11}, {20}, {21}]","['O=C([R])[R]', 'O=S(=O)([R])N([R])[R]', 'Cl[R]', '[R]OCO[R]', '[Sar]', '[Oar]', '[Nar]']","[<rdkit.Chem.rdchem.Mol object at 0x7fe45cefc9e0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cefc900>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cefc580>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cefca50>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cefcd60>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cefcdd0>, <rdkit.Chem.rdchem.Mol object at 0x7fe45cefcc80>]"
